Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,62.790000915527344,62.84000015258789,62.130001068115234,62.58000183105469,56.93057632446289,20694100
2017-01-04,62.47999954223633,62.75,62.119998931884766,62.29999923706055,56.675846099853516,21340000
2017-01-05,62.189998626708984,62.65999984741211,62.029998779296875,62.29999923706055,56.675846099853516,24876000
2017-01-06,62.29999923706055,63.150001525878906,62.040000915527344,62.84000015258789,57.16709899902344,19922900
2017-01-09,62.7599983215332,63.08000183105469,62.540000915527344,62.63999938964844,56.98515701293945,20382700
2017-01-10,62.72999954223633,63.06999969482422,62.279998779296875,62.619998931884766,56.966957092285156,18593000
2017-01-11,62.61000061035156,63.22999954223633,62.43000030517578,63.189998626708984,57.485511779785156,21517300
2017-01-12,63.060001373291016,63.400001525878906,61.95000076293945,62.61000061035156,56.95786666870117,20968200
2017-01-13,62.619998931884766,62.869998931884766,62.349998474121094,62.70000076293945,57.03973388671875,19422300
2017-01-17,62.68000030517578,62.70000076293945,62.029998779296875,62.529998779296875,56.88508224487305,20664000
2017-01-18,62.66999816894531,62.70000076293945,62.119998931884766,62.5,56.85779571533203,19670100
2017-01-19,62.2400016784668,62.97999954223633,62.20000076293945,62.29999923706055,56.675846099853516,18451700
2017-01-20,62.66999816894531,62.81999969482422,62.369998931884766,62.7400016784668,57.07612609863281,30213500
2017-01-23,62.70000076293945,63.119998931884766,62.56999969482422,62.959999084472656,57.276275634765625,23097600
2017-01-24,63.20000076293945,63.7400016784668,62.939998626708984,63.52000045776367,57.78571319580078,24672900
2017-01-25,63.95000076293945,64.0999984741211,63.45000076293945,63.68000030517578,57.93126678466797,23672700
2017-01-26,64.12000274658203,64.54000091552734,63.54999923706055,64.2699966430664,58.46799850463867,43554600
2017-01-27,65.38999938964844,65.91000366210938,64.88999938964844,65.77999877929688,59.84169387817383,44818000
2017-01-30,65.69000244140625,65.79000091552734,64.80000305175781,65.12999725341797,59.2503662109375,31651400
2017-01-31,64.86000061035156,65.1500015258789,64.26000213623047,64.6500015258789,58.8137092590332,25270500
2017-02-01,64.36000061035156,64.62000274658203,63.470001220703125,63.58000183105469,57.840293884277344,39671500
2017-02-02,63.25,63.40999984741211,62.75,63.16999816894531,57.467315673828125,45827000
2017-02-03,63.5,63.70000076293945,63.06999969482422,63.68000030517578,57.93126678466797,30301800
2017-02-06,63.5,63.650001525878906,63.13999938964844,63.63999938964844,57.89487075805664,19796400
2017-02-07,63.7400016784668,63.779998779296875,63.22999954223633,63.43000030517578,57.703834533691406,20277200
2017-02-08,63.56999969482422,63.810001373291016,63.220001220703125,63.34000015258789,57.62196731567383,18096400
2017-02-09,63.52000045776367,64.44000244140625,63.31999969482422,64.05999755859375,58.276954650878906,22644400
2017-02-10,64.25,64.30000305175781,63.97999954223633,64.0,58.222381591796875,18170700
2017-02-13,64.23999786376953,64.86000061035156,64.12999725341797,64.72000122070312,58.877384185791016,22920100
2017-02-14,64.41000366210938,64.72000122070312,64.0199966430664,64.56999969482422,59.097042083740234,23108400
2017-02-15,64.5,64.56999969482422,64.16000366210938,64.52999877929688,59.060428619384766,17005200
2017-02-16,64.73999786376953,65.23999786376953,64.44000244140625,64.5199966430664,59.051265716552734,20546300
2017-02-17,64.47000122070312,64.69000244140625,64.30000305175781,64.62000274658203,59.1428108215332,21248800
2017-02-21,64.61000061035156,64.94999694824219,64.44999694824219,64.48999786376953,59.023826599121094,20655900
2017-02-22,64.33000183105469,64.38999938964844,64.05000305175781,64.36000061035156,58.90484619140625,19292700
2017-02-23,64.41999816894531,64.7300033569336,64.19000244140625,64.62000274658203,59.1428108215332,20273100
2017-02-24,64.52999877929688,64.80000305175781,64.13999938964844,64.62000274658203,59.1428108215332,21796800
2017-02-27,64.54000091552734,64.54000091552734,64.05000305175781,64.2300033569336,58.785858154296875,15871500
2017-02-28,64.08000183105469,64.19999694824219,63.7599983215332,63.97999954223633,58.55705642700195,23239800
2017-03-01,64.12999725341797,64.98999786376953,64.0199966430664,64.94000244140625,59.435672760009766,26937500
2017-03-02,64.69000244140625,64.75,63.880001068115234,64.01000213623047,58.584510803222656,24539600
2017-03-03,63.9900016784668,64.27999877929688,63.619998931884766,64.25,58.80416488647461,18135900
2017-03-06,63.970001220703125,64.55999755859375,63.810001373291016,64.2699966430664,58.82246780395508,18750300
2017-03-07,64.19000244140625,64.77999877929688,64.19000244140625,64.4000015258789,58.94144058227539,18521000
2017-03-08,64.26000213623047,65.08000183105469,64.25,64.98999786376953,59.48143005371094,21510900
2017-03-09,65.19000244140625,65.19999694824219,64.4800033569336,64.7300033569336,59.24348068237305,19846800
2017-03-10,65.11000061035156,65.26000213623047,64.75,64.93000030517578,59.426544189453125,19538200
2017-03-13,65.01000213623047,65.19000244140625,64.56999969482422,64.70999908447266,59.22517013549805,20100000
2017-03-14,64.52999877929688,64.55000305175781,64.1500015258789,64.41000366210938,58.95061492919922,14280200
2017-03-15,64.55000305175781,64.91999816894531,64.25,64.75,59.261783599853516,24833800
2017-03-16,64.75,64.76000213623047,64.30000305175781,64.63999938964844,59.16111373901367,20674300
2017-03-17,64.91000366210938,65.23999786376953,64.68000030517578,64.87000274658203,59.371612548828125,49219700
2017-03-20,64.91000366210938,65.18000030517578,64.72000122070312,64.93000030517578,59.426544189453125,14598100
2017-03-21,65.19000244140625,65.5,64.12999725341797,64.20999908447266,58.767547607421875,26640500
2017-03-22,64.12000274658203,65.13999938964844,64.12000274658203,65.02999877929688,59.51803970336914,20680000
2017-03-23,64.94000244140625,65.23999786376953,64.7699966430664,64.87000274658203,59.371612548828125,19269200
2017-03-24,65.36000061035156,65.44999694824219,64.76000213623047,64.9800033569336,59.47229766845703,22617100
2017-03-27,64.62999725341797,65.22000122070312,64.3499984741211,65.0999984741211,59.58210754394531,18614700
2017-03-28,64.95999908447266,65.47000122070312,64.6500015258789,65.29000091552734,59.756019592285156,20080400
2017-03-29,65.12000274658203,65.5,64.94999694824219,65.47000122070312,59.9207649230957,13618400
2017-03-30,65.41999816894531,65.9800033569336,65.36000061035156,65.70999908447266,60.14042282104492,15122800
2017-03-31,65.6500015258789,66.19000244140625,65.44999694824219,65.86000061035156,60.277706146240234,21040300
2017-04-03,65.80999755859375,65.94000244140625,65.19000244140625,65.55000305175781,59.993988037109375,20400900
2017-04-04,65.38999938964844,65.80999755859375,65.27999877929688,65.7300033569336,60.15872573852539,12997400
2017-04-05,66.30000305175781,66.3499984741211,65.44000244140625,65.55999755859375,60.00311279296875,21448600
2017-04-06,65.5999984741211,66.05999755859375,65.4800033569336,65.7300033569336,60.15872573852539,18103500
2017-04-07,65.8499984741211,65.95999908447266,65.44000244140625,65.68000030517578,60.11296463012695,14108500
2017-04-10,65.61000061035156,65.81999969482422,65.36000061035156,65.52999877929688,59.975677490234375,17952700
2017-04-11,65.5999984741211,65.61000061035156,64.8499984741211,65.4800033569336,59.9299201965332,18791500
2017-04-12,65.41999816894531,65.51000213623047,65.11000061035156,65.2300033569336,59.70109558105469,17108500
2017-04-13,65.29000091552734,65.86000061035156,64.94999694824219,64.94999694824219,59.44480514526367,17896500
2017-04-17,65.04000091552734,65.48999786376953,65.01000213623047,65.4800033569336,59.9299201965332,16689300
2017-04-18,65.33000183105469,65.70999908447266,65.16000366210938,65.38999938964844,59.8475341796875,15155600
2017-04-19,65.6500015258789,65.75,64.88999938964844,65.04000091552734,59.52720260620117,26992800
2017-04-20,65.45999908447266,65.75,65.13999938964844,65.5,59.94820022583008,22299500
2017-04-21,65.66999816894531,66.69999694824219,65.44999694824219,66.4000015258789,60.77193069458008,32522600
2017-04-24,67.4800033569336,67.66000366210938,67.0999984741211,67.52999877929688,61.8061408996582,29770000
2017-04-25,67.9000015258789,68.04000091552734,67.5999984741211,67.91999816894531,62.1630973815918,30242700
2017-04-26,68.08000183105469,68.30999755859375,67.62000274658203,67.83000183105469,62.08073806762695,26190800
2017-04-27,68.1500015258789,68.37999725341797,67.58000183105469,68.2699966430664,62.48341751098633,34971000
2017-04-28,68.91000366210938,69.13999938964844,67.69000244140625,68.45999908447266,62.65732192993164,39548800
2017-05-01,68.68000030517578,69.55000305175781,68.5,69.41000366210938,63.526824951171875,31954400
2017-05-02,69.70999908447266,69.70999908447266,69.12999725341797,69.30000305175781,63.42612075805664,23906100
2017-05-03,69.37999725341797,69.37999725341797,68.70999908447266,69.08000183105469,63.22480392456055,28928000
2017-05-04,69.02999877929688,69.08000183105469,68.63999938964844,68.80999755859375,62.977638244628906,21749400
2017-05-05,68.9000015258789,69.02999877929688,68.48999786376953,69.0,63.15153884887695,19128800
2017-05-08,68.97000122070312,69.05000305175781,68.41999816894531,68.94000244140625,63.09663391113281,18566100
2017-05-09,68.86000061035156,69.27999877929688,68.68000030517578,69.04000091552734,63.18815231323242,22858400
2017-05-10,68.98999786376953,69.55999755859375,68.91999816894531,69.30999755859375,63.435272216796875,17977800
2017-05-11,68.36000061035156,68.7300033569336,68.12000274658203,68.45999908447266,62.65732192993164,28789400
2017-05-12,68.61000061035156,68.61000061035156,68.04000091552734,68.37999725341797,62.5841178894043,18714100
2017-05-15,68.13999938964844,68.4800033569336,67.56999969482422,68.43000030517578,62.629878997802734,31530300
2017-05-16,68.2300033569336,69.44000244140625,68.16000366210938,69.41000366210938,63.890953063964844,34956000
2017-05-17,68.88999938964844,69.0999984741211,67.43000030517578,67.4800033569336,62.11439895629883,30548800
2017-05-18,67.4000015258789,68.12999725341797,67.13999938964844,67.70999908447266,62.32610321044922,25201300
2017-05-19,67.5,68.0999984741211,67.43000030517578,67.69000244140625,62.30771255493164,26961100
2017-05-22,67.88999938964844,68.5,67.5,68.44999694824219,63.00727462768555,16237600
2017-05-23,68.72000122070312,68.75,68.37999725341797,68.68000030517578,63.21897506713867,15425800
2017-05-24,68.87000274658203,68.87999725341797,68.44999694824219,68.7699966430664,63.301815032958984,14593900
2017-05-25,68.97000122070312,69.87999725341797,68.91000366210938,69.62000274658203,64.0842514038086,21854100
2017-05-26,69.80000305175781,70.22000122070312,69.5199966430664,69.95999908447266,64.39720916748047,19827900
2017-05-30,69.79000091552734,70.41000366210938,69.7699966430664,70.41000366210938,64.81144714355469,17072800
2017-05-31,70.52999877929688,70.73999786376953,69.80999755859375,69.83999633789062,64.2867202758789,30436400
2017-06-01,70.23999786376953,70.61000061035156,69.44999694824219,70.0999984741211,64.52606964111328,21603600
2017-06-02,70.44000244140625,71.86000061035156,70.23999786376953,71.76000213623047,66.05406951904297,34770300
2017-06-05,71.97000122070312,72.88999938964844,71.80999755859375,72.27999877929688,66.53270721435547,33316800
2017-06-06,72.30000305175781,72.62000274658203,72.2699966430664,72.5199966430664,66.7536392211914,31511100
2017-06-07,72.63999938964844,72.7699966430664,71.94999694824219,72.38999938964844,66.63397216796875,22301800
2017-06-08,72.51000213623047,72.5199966430664,71.5,71.94999694824219,66.22897338867188,24588300
2017-06-09,72.04000091552734,72.08000183105469,68.58999633789062,70.31999969482422,64.72856140136719,49187400
2017-06-12,69.25,69.94000244140625,68.12999725341797,69.77999877929688,64.23150634765625,47761700
2017-06-13,70.0199966430664,70.81999969482422,69.95999908447266,70.6500015258789,65.03233337402344,25258600
2017-06-14,70.91000366210938,71.0999984741211,69.43000030517578,70.2699966430664,64.68255615234375,25510700
2017-06-15,69.2699966430664,70.20999908447266,68.80000305175781,69.9000015258789,64.34197235107422,26068700
2017-06-16,69.7300033569336,70.02999877929688,69.22000122070312,70.0,64.43402099609375,48345100
2017-06-19,70.5,70.94000244140625,70.3499984741211,70.87000274658203,65.2348403930664,23798300
2017-06-20,70.81999969482422,70.87000274658203,69.87000274658203,69.91000366210938,64.35116577148438,21512200
2017-06-21,70.20999908447266,70.62000274658203,69.94000244140625,70.2699966430664,64.68255615234375,19891100
2017-06-22,70.54000091552734,70.58999633789062,69.70999908447266,70.26000213623047,64.67333984375,22965700
2017-06-23,70.08999633789062,71.25,69.91999816894531,71.20999908447266,65.54782104492188,27617300
2017-06-26,71.4000015258789,71.70999908447266,70.44000244140625,70.52999877929688,64.92186737060547,19607000
2017-06-27,70.11000061035156,70.18000030517578,69.18000030517578,69.20999908447266,63.706844329833984,25215100
2017-06-28,69.20999908447266,69.83999633789062,68.79000091552734,69.80000305175781,64.24993133544922,25806200
2017-06-29,69.37999725341797,69.48999786376953,68.08999633789062,68.48999786376953,63.04407501220703,28918700
2017-06-30,68.77999877929688,69.37999725341797,68.73999786376953,68.93000030517578,63.449092864990234,24161100
2017-07-03,69.33000183105469,69.5999984741211,68.0199966430664,68.16999816894531,62.74953079223633,16165500
2017-07-05,68.26000213623047,69.44000244140625,68.22000122070312,69.08000183105469,63.58719253540039,21176300
2017-07-06,68.2699966430664,68.77999877929688,68.12000274658203,68.56999969482422,63.11772537231445,21117600
2017-07-07,68.69999694824219,69.83999633789062,68.69999694824219,69.45999908447266,63.936954498291016,16878300
2017-07-10,69.45999908447266,70.25,69.19999694824219,69.9800033569336,64.41560363769531,15014500
2017-07-11,70.0,70.68000030517578,69.75,69.98999786376953,64.4248046875,17460000
2017-07-12,70.69000244140625,71.27999877929688,70.55000305175781,71.1500015258789,65.4925765991211,17750900
2017-07-13,71.5,72.04000091552734,71.30999755859375,71.7699966430664,66.06328582763672,20269800
2017-07-14,72.23999786376953,73.2699966430664,71.95999908447266,72.77999877929688,66.99296569824219,25868100
2017-07-17,72.80000305175781,73.44999694824219,72.72000122070312,73.3499984741211,67.51763916015625,21803900
2017-07-18,73.08999633789062,73.38999938964844,72.66000366210938,73.30000305175781,67.47161102294922,26435300
2017-07-19,73.5,74.04000091552734,73.44999694824219,73.86000061035156,67.98709869384766,22416200
2017-07-20,74.18000030517578,74.30000305175781,73.27999877929688,74.22000122070312,68.3184814453125,42361000
2017-07-21,73.44999694824219,74.29000091552734,73.16999816894531,73.79000091552734,67.92266082763672,46717100
2017-07-24,73.52999877929688,73.75,73.12999725341797,73.5999984741211,67.74776458740234,21394800
2017-07-25,73.80000305175781,74.30999755859375,73.5,74.19000244140625,68.29084777832031,22018700
2017-07-26,74.33999633789062,74.37999725341797,73.80999755859375,74.05000305175781,68.16197967529297,16252200
2017-07-27,73.76000213623047,74.41999816894531,72.31999969482422,73.16000366210938,67.34276580810547,36844200
2017-07-28,72.66999816894531,73.30999755859375,72.54000091552734,73.04000091552734,67.23230743408203,18306700
2017-07-31,73.30000305175781,73.44000244140625,72.41000366210938,72.69999694824219,66.91932678222656,23600100
2017-08-01,73.0999984741211,73.41999816894531,72.48999786376953,72.58000183105469,66.80887603759766,22132300
2017-08-02,72.55000305175781,72.55999755859375,71.44000244140625,72.26000213623047,66.51432800292969,26499200
2017-08-03,72.19000244140625,72.44000244140625,71.8499984741211,72.1500015258789,66.4130630493164,18214400
2017-08-04,72.4000015258789,73.04000091552734,72.23999786376953,72.68000030517578,66.90093994140625,22579000
2017-08-07,72.80000305175781,72.9000015258789,72.26000213623047,72.4000015258789,66.64319610595703,18705700
2017-08-08,72.08999633789062,73.12999725341797,71.75,72.79000091552734,67.002197265625,22044600
2017-08-09,72.25,72.51000213623047,72.05000305175781,72.47000122070312,66.70763397216797,22213400
